id,category,subcategory,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,fun_fact,xp_reward,time_limit,tags,exam_relevance,source,source_file,content_id,session,module,answer_type,word_limit,time_limit_seconds,xp,active,olq,notes,status
NLM-248,Military GK,Ranks,Medium,MCQ,Which rank is junior to Major?,Captain,Colonel,Brigadier,Lieutenant Colonel,A,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-249,OIR Verbal,Statement & Conclusion,Hard,MCQ,"Statement:
The academy introduced advanced simulators.

Conclusions:
I. Training methods are being upgraded.
II. Previous training was useless.",Only I,Only II,Both,Neither,A,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-251,OIR Verbal,Number Series,Hard,MCQ,"3, 7, 15, 31, 63, ?",127,129,131,133,A,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-254,Military GK,Navy,Medium,SingleWord,INS Arihant is a nuclear-powered ________.,,,,,Submarine,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-255,OIR Non-Verbal,Embedded Figure,Hard,MCQ,Embedded figure tests primarily measure:,Memory,Observation,Perception,Concentration,B,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-257,Interview,CIQ,Medium,SingleWord,What does leadership mean to you?,,,,,Helping a group achieve objectives together.,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-258,OIR Verbal,Direction Sense,Hard,MCQ,"A person walks 4 km south, 3 km east. Distance from start?",4 km,5 km,6 km,7 km,B,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-260,Military GK,Aircraft,Medium,MCQ,Mi-17 is primarily a:,Fighter,Bomber,Helicopter,UAV,C,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-261,OIR Verbal,Analogy,Hard,MCQ,Compass : Direction :: Clock : ?,Distance,Time,Speed,Schedule,B,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-264,Military GK,Air Force,Fill in the Blanks,,The aerobatic display team of the Indian Air Force is called ________.,,,,,Surya Kiran,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-265,OIR Verbal,Coding-Decoding,Hard,,"If BOOK = CPPL, then ARMY = ?",,,,,A,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-267,Interview,Personal Interview,,,What should you do if you don't know an answer?,,,,,Admit honestly and attempt logical reasoning.,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-268,OIR Verbal,Ranking,,,"7th from top and 15th from bottom.

Total?",,,,,A,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-269,Psychology,Self Description,,,How would your parents describe you?,,,,,Responsible and dependable.,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-270,Military GK,Awards,,,PVC stands for ________.,,,,,Param Vir Chakra,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-275,Military GK,Missile,,,Prithvi belongs to which category?,,,,,Surface-to-Surface Missile,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-278,Interview,CIQ,,,What inspires you most?,,,,,Meaningful responsibility.,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-279,OIR Verbal,Number Series,,,"10, 20, 40, 80, ?",,,,,C,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-280,Military GK,Aircraft,,,LCA stands for?,,,,,Light Combat Aircraft,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-282,OIR Verbal,Blood Relation,,,Father's sister is:,,,,,Aunt,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-285,Military GK,Navy,,,INS stands for?,,,,,Indian Naval Ship,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-287,Interview,Officer Response,,,Criticism should be:,,,,,Accepted positively and analyzed.,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-288,OIR Verbal,Analogy,,,Teacher : School :: Officer : ?,,,,,A,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-290,Military GK,Army,,,The regiment is primarily a ________ formation.,,,,,Military,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-293,OIR Verbal,Direction Sense,,,"Face North, turn right, then right.

Direction?",,,,,South,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-294,Psychology,Self Description,,,What is your greatest strength?,,,,,Consistency in effort.,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-295,Military GK,Defence,,,First line of national defence is the ________.,,,,,Armed Forces,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-297,OIR Verbal,Classification,,,"Find odd one.

Jet, Helicopter, Tank, Glider",,,,,Tank,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-298,Interview,PIQ,,,What extracurricular activity taught you leadership?,,,,,Any activity involving team coordination and responsibility.,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-300,OLQ,Overall Officer Potential,Hard,Subjective,"Which quality best integrates leadership, responsibility, courage and initiative?",,,,,C,OLQs collectively determine officer potential and suitability for leadership roles.,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
OBJ-001,Indian Constitution,,Easy,MCQ,Who is the Supreme Commander of the Indian Armed Forces?,The President of India.,The Prime Minister of India.,The Chief of Defence Staff.,The Defence Minister of India.,A,,,,,,,,Forge_Objective_Content_Cleaned.csv,,,,,,,,,,,
OBJ-002,Indian Armed Forces,,Easy,MCQ,What is the motto of the Indian Army?,Shatrujeet (Vanquisher of Enemies).,Service before self.,"Nation First, Always First.",Touch the sky with glory.,B,,,,,,,,Forge_Objective_Content_Cleaned.csv,,,,,,,,,,,
OBJ-003,Indian Armed Forces,,Easy,MCQ,When is Army Day celebrated in India?,15th August.,26th January.,15th January.,1st December.,C,,,,,,,,Forge_Objective_Content_Cleaned.csv,,,,,,,,,,,
OBJ-004,Indian Armed Forces,,Medium,MCQ,What is the highest honorary rank in the Indian Army?,Major General,General,Lieutenant General,Field Marshal.,D,,,,,,,,Forge_Objective_Content_Cleaned.csv,,,,,,,,,,,
OBJ-005,Indian Armed Forces,,Medium,MCQ,What is the highest honorary rank in the Indian Navy?,Admiral of the Fleet.,Admiral,Vice Admiral,Rear Admiral,A,,,,,,,,Forge_Objective_Content_Cleaned.csv,,,,,,,,,,,
OBJ-006,Indian Armed Forces,,Medium,MCQ,What is the highest honorary rank in the Indian Air Force?,Air Chief Marshal,Marshal of the Air Force.,Air Marshal,Air Vice Marshal,B,,,,,,,,Forge_Objective_Content_Cleaned.csv,,,,,,,,,,,
OBJ-007,Indian Armed Forces,,Easy,MCQ,What is the highest commissioned rank in the Indian Army?,Lieutenant General,Field Marshal,General.,Major General,C,,,,,,,,Forge_Objective_Content_Cleaned.csv,,,,,,,,,,,
OBJ-008,Indian Armed Forces,,Easy,MCQ,What is the highest commissioned rank in the Indian Navy?,Rear Admiral,Admiral of the Fleet,Vice Admiral,Admiral.,D,,,,,,,,Forge_Objective_Content_Cleaned.csv,,,,,,,,,,,
OBJ-009,Indian Armed Forces,,Easy,MCQ,What is the highest commissioned rank in the Indian Air Force?,Air Chief Marshal.,Marshal of the Air Force,Air Marshal,Air Vice Marshal,A,,,,,,,,Forge_Objective_Content_Cleaned.csv,,,,,,,,,,,
OBJ-010,Indian Armed Forces,,Medium,MCQ,What is the Naval equivalent of an Army Lieutenant?,Admiral of the Fleet,Sub-Lieutenant.,Admiral,Vice Admiral,B,,,,,,,,Forge_Objective_Content_Cleaned.csv,,,,,,,,,,,
OBJ-011,Indian Armed Forces,,Medium,MCQ,What is the Air Force equivalent of an Army Lieutenant?,Air Chief Marshal,Marshal of the Air Force,Flying Officer.,Air Marshal,C,,,,,,,,Forge_Objective_Content_Cleaned.csv,,,,,,,,,,,
OBJ-012,Indian Armed Forces,,Medium,MCQ,What is the Air Force equivalent of a Naval Lieutenant?,Air Marshal,Marshal of the Air Force,Air Chief Marshal,Flight Lieutenant.,D,,,,,,,,Forge_Objective_Content_Cleaned.csv,,,,,,,,,,,
OBJ-013,Indian Armed Forces,,Medium,MCQ,What is the Naval equivalent of an Air Force Squadron Leader?,Lieutenant Commander.,Admiral of the Fleet,Admiral,Vice Admiral,A,,,,,,,,Forge_Objective_Content_Cleaned.csv,,,,,,,,,,,
OBJ-014,Indian Armed Forces,,Medium,MCQ,What is the Army equivalent of a Naval Commander?,Field Marshal,Lieutenant Colonel.,General,Lieutenant General,B,,,,,,,,Forge_Objective_Content_Cleaned.csv,,,,,,,,,,,
OBJ-015,Indian Armed Forces,,Medium,MCQ,What is the Naval equivalent of an Air Force Group Captain?,Admiral,Admiral of the Fleet,Captain.,Vice Admiral,C,,,,,,,,Forge_Objective_Content_Cleaned.csv,,,,,,,,,,,
OBJ-016,Indian Armed Forces,,Medium,MCQ,What is the Air Force equivalent of an Army Brigadier?,Air Marshal,Marshal of the Air Force,Air Chief Marshal,Air Commodore.,D,,,,,,,,Forge_Objective_Content_Cleaned.csv,,,,,,,,,,,
