id,category,subcategory,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,fun_fact,xp_reward,time_limit,tags,exam_relevance,source
DEF-0296,Defence Equipment,Armoured Vehicles,Medium,MCQ,"BMP-2 Sarath, used extensively by India's Mechanised Infantry, is classified as which type of vehicle?",Infantry combat vehicle,Main battle tank,Self-propelled howitzer,Armoured recovery vehicle,A,The BMP-2 provides mobility and protected firepower for mechanised infantry units operating alongside tanks.,"It is license-produced in India, reflecting decades-long collaboration on armoured vehicle technology.",15,45,"{""Defence Equipment"",""Armoured Vehicles""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0297,Defence Equipment,Tanks,Medium,MCQ,The Arjun Mk-1A variant includes improvements primarily aimed at what?,Conversion into a submarine-launched platform,"Enhanced protection, firepower, and mobility over the original Arjun",Making the tank amphibious for river crossings only,Removal of its main gun for a purely support role,B,The Mk-1A incorporates numerous upgrades based on user feedback and evolving battlefield requirements.,It represents years of iterative indigenous development in India's tank technology programme.,15,45,"{""Defence Equipment"",""Tanks""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0298,Defence Equipment,Artillery,Medium,MCQ,"K9 Vajra, a self-propelled howitzer used by the Indian Army, is built with technology from which country?",United States,Russia,South Korea,Israel,C,"K9 Vajra is manufactured in India under licence from South Korea's Hanwha Defense, with significant local content.","It provides the Army with mobile, rapid-fire artillery support, especially suited to desert terrain.",15,45,"{""Defence Equipment"",""Artillery""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0299,Defence Equipment,Artillery,Medium,MCQ,"M777, an ultra-light howitzer inducted by the Indian Army, is particularly valued for its use in which type of terrain?",Urban terrain only,Flat desert terrain only,Riverine/marshy terrain only,High-altitude mountainous terrain,D,"The M777's light weight allows it to be transported by helicopter to remote and high-altitude positions, such as along the China border.",It was acquired from the United States through a government-to-government deal.,15,45,"{""Defence Equipment"",""Artillery""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0300,Defence Equipment,Artillery,Medium,MCQ,"Dhanush, an indigenously developed howitzer, is often described as an upgraded version of which older gun system?",The Bofors FH-77B howitzer,The Pinaka rocket system,The Arjun tank's main gun,The BMP-2's cannon,A,"Dhanush builds on the design of the Bofors gun that gained prominence during the Kargil War, with significant indigenous upgrades.",It represents a step towards indigenising India's towed artillery capability.,15,45,"{""Defence Equipment"",""Artillery""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0301,Defence Equipment,Ships,Medium,MCQ,"INS Kolkata, the lead ship of its class, is classified as which type of vessel?",Frigate,Guided-missile destroyer,Corvette,Fleet tanker,B,"Kolkata-class destroyers are among the most advanced warships built by India, featuring stealth design and modern sensors.",They carry a combination of surface-to-air and anti-ship missile systems for layered defence and offence.,15,45,"{""Defence Equipment"",""Ships""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0302,Defence Equipment,Ships,Medium,MCQ,"The Visakhapatnam-class destroyers represent which generation of Indian Navy shipbuilding, following the Kolkata class?",A purely foreign-built class with no Indian content,"An older, retired class from the 1970s",A more advanced successor project (Project 15B),"A submarine class, not surface ships",C,"Project 15B builds on the Kolkata-class design with further improvements in stealth, weapons, and sensors.",These destroyers are built at Mazagon Dock Limited in Mumbai.,15,45,"{""Defence Equipment"",""Ships""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0303,Defence Equipment,Submarines,Medium,MCQ,"Kalvari-class submarines, built with French collaboration, are also known by which alternate name reflecting their design origin?",Type 209 class,Akula class,Kilo class,Scorpene class,D,"The Scorpene design forms the basis for the Kalvari-class submarines built at Mazagon Dock under technology transfer from Naval Group, France.",Multiple submarines in this class have been progressively commissioned into Indian Navy service.,15,45,"{""Defence Equipment"",""Submarines""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0304,Defence Equipment,Aircraft,Medium,MCQ,"Tejas, India's indigenous light combat aircraft, is developed and manufactured by which organisation?",Hindustan Aeronautics Limited (HAL),"DRDO exclusively, with no HAL involvement",Bharat Electronics Limited,Bharat Dynamics Limited,A,"HAL manufactures the Tejas, though DRDO and other agencies were deeply involved in its design and development.",Tejas has been inducted into IAF squadrons and is also being marketed for export to other countries.,15,45,"{""Defence Equipment"",""Aircraft""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0305,Defence Equipment,Aircraft,Medium,MCQ,"Su-30MKI, one of the IAF's most capable fighters, is often noted for having which distinctive design feature compared to standard Su-30 variants?",A fully stealth airframe,Thrust-vectoring engines for extreme manoeuvrability,"No radar system, relying only on visual detection",An entirely wooden airframe,B,"The Su-30MKI's thrust-vectoring engines allow for exceptional agility, a feature showcased in international air shows.",It was extensively customised for Indian requirements compared to the baseline Russian Su-30 design.,15,45,"{""Defence Equipment"",""Aircraft""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0306,Defence Equipment,Helicopters,Medium,MCQ,"LCH Prachand, an indigenously developed helicopter, is primarily designed for which combat role?",VIP transport,Heavy-lift cargo transport,Light combat/attack helicopter,Maritime patrol,C,"LCH Prachand was developed with high-altitude operations in mind, particularly for regions like Siachen and Ladakh.","'Prachand' means 'fierce' in Hindi, reflecting its combat role.",15,45,"{""Defence Equipment"",""Helicopters""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0307,Defence Equipment,UAVs,Medium,MCQ,"Rustom-II (also called TAPAS-BH-201), an indigenous UAV programme, is designed for which primary role?",VIP transport,Air-to-air combat,Heavy cargo transport,Medium-altitude long-endurance surveillance,D,Rustom-II aims to give India an indigenous alternative to imported surveillance drones like the Heron.,The programme has undergone extensive testing and development over several years.,15,45,"{""Defence Equipment"",""UAVs""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0308,Defence Equipment,UAVs,Medium,MCQ,Which armed combat drone has India acquired from the United States in recent years for the Navy?,MQ-9B Predator/Sea Guardian variants,Rustom-I,Nishant,Lakshya,A,India has moved to acquire armed and unarmed variants of the MQ-9B for surveillance and strike roles across services.,This acquisition significantly expands India's long-endurance drone surveillance capability.,15,45,"{""Defence Equipment"",""UAVs""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0309,Defence Equipment,Ships,Medium,MCQ,"INS Vikrant (the current carrier), commissioned in 2022, has an approximate displacement placing it in which category of aircraft carrier?",A small patrol boat class (under 500 tonnes),"A medium-sized fleet carrier (around 45,000 tonnes)","A supercarrier exceeding 100,000 tonnes","A submarine, not a surface carrier",B,"At around 45,000 tonnes displacement, INS Vikrant is considered a medium-sized fleet carrier by global standards.",Its construction marked India as one of the few nations capable of designing and building a carrier of this size domestically.,15,45,"{""Defence Equipment"",""Ships""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0310,Defence Equipment,Missiles,Medium,MCQ,"Which Indian missile is specifically designed for submarine-launched intercontinental-range nuclear deterrence, longer-ranged than K-15?",Prithvi,Agni-I,K-4,Akash,C,K-4 significantly extends the range of India's submarine-launched missile capability compared to the shorter-range K-15.,It is intended for use aboard India's Arihant-class ballistic missile submarines.,15,45,"{""Defence Equipment"",""Missiles""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0311,Defence Equipment,Small Arms,Medium,MCQ,"INSAS, an older standard-issue rifle of the Indian Army, has been progressively replaced in frontline units by which imported rifle?",FN FAL,AK-47 (original Soviet version),M16,SIG Sauer SIG716,D,The Indian Army has procured SIG Sauer rifles from the United States to address gaps while indigenous alternatives are developed.,India has also been developing its own next-generation assault rifle programmes domestically.,15,45,"{""Defence Equipment"",""Small Arms""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0312,Defence Equipment,Small Arms,Medium,MCQ,"AK-203, being manufactured in India under a joint venture, is based on which weapon family?",The AK-47/Kalashnikov family,The FN FAL family,The M16/AR-15 family,The INSAS family,A,"AK-203 rifles are being manufactured at a facility in Amethi, Uttar Pradesh, under an India-Russia joint venture.",This programme aims to modernise infantry small arms while boosting domestic manufacturing capability.,15,45,"{""Defence Equipment"",""Small Arms""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0313,Defence Equipment,Aircraft Carriers,Medium,MCQ,Which shipyard built India's indigenous aircraft carrier INS Vikrant?,Mazagon Dock Limited,Cochin Shipyard Limited,Garden Reach Shipbuilders,Goa Shipyard Limited,B,"Cochin Shipyard in Kerala built INS Vikrant, marking a major milestone for India's shipbuilding industry.",The project involved coordination among numerous domestic industries supplying components and systems.,15,45,"{""Defence Equipment"",""Aircraft Carriers""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0314,Defence Equipment,Radar & Sensors,Medium,MCQ,"Swordfish, an indigenous long-range tracking radar, is primarily used as part of which system?",A naval sonar system,The Tejas fighter's onboard radar,India's Ballistic Missile Defence programme,A submarine periscope system,C,"Swordfish provides early detection and tracking of incoming ballistic missile threats, feeding data to interceptor systems.","It was developed with technical assistance related to Israeli radar technology, later indigenised further.",15,45,"{""Defence Equipment"",""Radar & Sensors""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0315,Defence Equipment,Torpedoes,Medium,MCQ,"Varunastra, an indigenously developed heavyweight torpedo, is primarily used by the Indian Navy for which role?",Mine clearance,Anti-aircraft defence,Coastal artillery support,Anti-submarine warfare,D,Varunastra can be launched from surface ships to engage and destroy enemy submarines.,Its development reduced the Navy's reliance on imported heavyweight torpedoes for this critical role.,15,45,"{""Defence Equipment"",""Torpedoes""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0316,Defence Equipment,Missiles,Medium,MCQ,Which Indian missile system provides quick-reaction short-range air defence for forward Army units?,QRSAM (Quick Reaction Surface to Air Missile),Agni-V,BrahMos,K-4,A,QRSAM is designed to protect mobile army formations from aerial threats while on the move.,It complements longer-range systems like Akash in providing layered air defence for ground forces.,15,45,"{""Defence Equipment"",""Missiles""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0317,Defence Equipment,Tanks,Medium,MCQ,Which Indian Army tank destroyer/anti-tank platform uses the indigenous Nag missile in a dedicated vehicle-mounted form?,BMP-2 Sarath,NAMICA (Nag Missile Carrier),T-90 Bhishma,Arjun MBT,B,NAMICA is a specialised tracked vehicle designed to carry and launch Nag anti-tank guided missiles.,It gives infantry formations organic anti-armour capability independent of dedicated tank units.,15,45,"{""Defence Equipment"",""Tanks""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0318,Defence Equipment,Ships,Medium,MCQ,Which class of Indian Navy stealth frigates is currently among the most advanced indigenously designed warships in service?,"Leander class, an older British-derived design","Godavari class, an older 1980s design","Nilgiri class (Project 17A), building on the earlier Shivalik class","Rajput class, focused on destroyers not frigates",C,Project 17A frigates incorporate further stealth and design improvements over the earlier Shivalik-class ships.,These frigates continue India's trend of increasing indigenous content in major warship construction.,15,45,"{""Defence Equipment"",""Ships""}",NDA/CDS/AFCAT,AI-generated for Forge platform
